Unidades de saúde;Data;Quantidade de leitos UTI Pediátrica COVID;Disponíveis/Vagos UTI Pediátrica COVID;Ocupados UTI Pediátrica COVID;Bloqueados UTI Pediátrica COVID;Ocupação(%) de leitos UTI Pediátrica COVID;Quantidade de leitos UTI Pediátrica Não COVID;Disponíveis/Vagos UTI Pediátrica Não COVID;Ocupados UTI Pediátrica Não COVID;Bloqueados UTI Pediátrica Não COVID;Ocupação(%) de leitos UTI Pediátrica Não COVID
GOIÂNIA/HDT;01/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;02/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;03/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;04/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;05/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;06/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;07/01/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;08/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;09/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;10/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;11/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;12/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;13/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;14/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;15/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;16/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;17/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;18/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;19/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;20/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;21/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;22/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;23/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;24/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;25/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;26/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;27/01/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;28/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;29/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;30/01/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;31/01/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;01/02/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;02/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;03/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;04/02/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;05/02/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;06/02/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;07/02/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;08/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;09/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;10/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;11/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;12/02/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;13/02/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;14/02/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;15/02/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;16/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;17/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;18/02/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;19/02/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;20/02/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;21/02/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;22/02/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;23/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;24/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;25/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;26/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;27/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;28/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;29/02/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;01/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;02/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;03/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;04/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;05/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;06/03/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;07/03/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;08/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;09/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;10/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;11/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;12/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;13/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;14/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;15/03/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;16/03/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;17/03/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;18/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;19/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;20/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;21/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;22/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;23/03/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;24/03/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;25/03/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;26/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;27/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;28/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;29/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;30/03/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;31/03/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;01/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;02/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;03/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;04/04/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;05/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;06/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;07/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;08/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;09/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;10/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;11/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;12/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;13/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;14/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;15/04/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;16/04/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;17/04/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;18/04/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;19/04/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;20/04/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;21/04/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;22/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;23/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;24/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;25/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;26/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;27/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;28/04/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;29/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;30/04/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;01/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;02/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;03/05/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;04/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;05/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;06/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;07/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;08/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;09/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;10/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;11/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;12/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;13/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;14/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;15/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;16/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;17/05/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;18/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;19/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;20/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;21/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;22/05/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;23/05/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;24/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;25/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;26/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;27/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;28/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;29/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;30/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;31/05/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;01/06/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;02/06/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;03/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;04/06/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;05/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;06/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;07/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;08/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;09/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;10/06/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;11/06/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;12/06/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;13/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;14/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;15/06/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;16/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;17/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;18/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;19/06/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;20/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;21/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;22/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;23/06/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;24/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;25/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;26/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;27/06/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;28/06/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;29/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;30/06/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;01/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;02/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;03/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;04/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;05/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;06/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;07/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;08/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;09/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;10/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;11/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;12/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;13/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;14/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;15/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;16/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;17/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;18/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;19/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;20/07/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;21/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;22/07/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;23/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;24/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;25/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;26/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;27/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;28/07/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;29/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;30/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;31/07/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;01/08/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;02/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;03/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;04/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;05/08/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;06/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;07/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;08/08/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;09/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;10/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;11/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;12/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;13/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;14/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;15/08/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;16/08/2020;;;;;;4;4;0;0;0,0
GOIÂNIA/HDT;17/08/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;18/08/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;19/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;20/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;21/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;22/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;23/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;24/08/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;25/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;26/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;27/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;28/08/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;29/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;30/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;31/08/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;01/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;02/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;03/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;04/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;05/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;06/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;07/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;08/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;09/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;10/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;11/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;12/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;13/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;14/09/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;15/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;16/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;17/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;18/09/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;19/09/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;20/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;21/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;22/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;23/09/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;24/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;25/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;26/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;27/09/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;28/09/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;29/09/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;30/09/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;01/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;02/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;03/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;04/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;05/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;06/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;07/10/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;08/10/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;09/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;10/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;11/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;12/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;13/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;14/10/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;15/10/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;16/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;17/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;18/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;19/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;20/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;21/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;22/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;23/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;24/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;25/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;26/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;27/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;28/10/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;29/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;30/10/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;31/10/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;01/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;02/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;03/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;04/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;05/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;06/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;07/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;08/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;09/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;10/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;11/11/2020;;;;;;4;3;1;0;25,0
GOIÂNIA/HDT;12/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;13/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;14/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;15/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;16/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;17/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;18/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;19/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;20/11/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;21/11/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;22/11/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;23/11/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;24/11/2020;;;;;;4;0;4;0;100,0
GOIÂNIA/HDT;25/11/2020;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;26/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;27/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;28/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;29/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;30/11/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;01/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;02/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;03/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;04/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;05/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;06/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;07/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;08/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;09/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;10/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;11/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;12/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;13/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;14/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;15/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;16/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;17/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;18/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;19/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;20/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;21/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;22/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;23/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;24/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;25/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;26/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;27/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;28/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;29/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;30/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;31/12/2020;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;01/01/2021;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;02/01/2021;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;03/01/2021;;;;;;4;2;2;0;50,0
GOIÂNIA/HDT;04/01/2021;;;;;;4;1;3;0;75,0
GOIÂNIA/HDT;05/01/2021;;;;;;4;2;2;0;50,0
